address,end_address,name,kind,subtype,size_bytes,width_bits,signed,rows,cols,subsystem,confidence,range_kind,bounding_span_bytes,decoded_bytes,gap_bytes,block_count,code_blocks,coverage_percent,inbound_xrefs,callers,caller_routines,outbound_xrefs,outbound_call_sites,callees,description,evidence,aliases,generated
0x40A8,0x40E4,initialize_filtered_temperature_channels,routine,code,61,,,,,sensors,strong,contiguous-code,61,61,0,1,0x40A8-0x40E4,100.000,1,0xB8D6,reset_entry,4,0x40B6|0x40BC|0x40D4|0x40DA,saturating_u8_gain_product|sub_5D08|sub_5BEC,Initialize/filter the 0x2008 and 0x200A analog paths into the 0x2122/0x2124 filter words.,decoded instruction flow at 0x40A8; caller/callee context,,false
0x40E5,0x4153,sample_adc_group_a_runtime,routine,code,111,,,,,sensors,strong,contiguous-code,111,111,0,1,0x40E5-0x4153,100.000,1,0x9660,interrupt_handler_95f3,1,0x4136,adc_filter_helper_4155,Runtime ADC sequence for the 0x2008/0x200A channel group with interrupt masking and accumulator update.,decoded instruction flow at 0x40E5; caller/callee context,,false
0x4155,0x4169,adc_filter_helper_4155,routine,code,21,8,,,,sensors,strong,contiguous-code,21,21,0,1,0x4155-0x4169,100.000,2,0x402A|0x4136,adc_sample_group_a|sample_adc_group_a_runtime,1,0x4163,saturating_u8_gain_product,ADC preprocessing helper used by the 0x200D path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x416B,0x41A0,update_adc_200e_filter_and_load_axis,routine,code,54,,,,,sensors,strong,contiguous-code,54,54,0,1,0x416B-0x41A0,100.000,1,0x966F,interrupt_handler_95f3,3,0x4182|0x4188|0x418B,iir_step_u8_to_q8_8|scale_sensor_word_with_929b_929c|sub_5D8D,"Filter the 0x200E analog path, update difference accumulation, and continue into load-axis preparation.",decoded instruction flow at 0x416B; caller/callee context,,false
0x41A1,0x41B0,build_load_axis_2034,routine,code,16,8,,,,air-load,confirmed,contiguous-code,16,16,0,1,0x41A1-0x41B0,100.000,0,,,0,,,Build normalized load/MAP-like axis in RAM 0x2034.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x41B2,0x41D4,scale_sensor_word_with_929b_929c,routine,code,35,,,,,math,confirmed,contiguous-code,35,35,0,1,0x41B2-0x41D4,100.000,2,0x4064|0x4188,adc_sample_group_b|update_adc_200e_filter_and_load_axis,0,,,"Scale a 16-bit input using calibration byte 0x929B and offset word 0x929C, returning a saturated byte-like result.",decoded instruction flow at 0x41B2; caller/callee context,,false
0x41D6,0x4212,build_transient_axis_2042,routine,code,61,8,,,,axes,confirmed,contiguous-code,61,61,0,1,0x41D6-0x4212,100.000,1,0x9669,interrupt_handler_95f3,2,0x41E9|0x4203,axis_lookup_u8|iir_step_u8_to_q8_8,Build normalized transient/helper axis in RAM 0x2042.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4214,0x4290,update_adaptive_sensor_baseline,routine,code,125,,,,,sensors,strong,contiguous-code,125,125,0,1,0x4214-0x4290,100.000,1,0xD3E5,main_periodic_body,0,,,Maintain low-RAM sensor baseline/minimum state using thresholds and timers in the 0x8990/0x9102 area.,decoded instruction flow at 0x4214; caller/callee context,,false
0x4292,0x42CE,derive_inverse_period_speed_values,routine,code,61,,,,,speed-rpm,confirmed,contiguous-code,61,61,0,1,0x4292-0x42CE,100.000,1,0xB447,fuel_runtime_sequence,0,,,Derive inverse-period RPM-like working values 0x00D4/0x00D3 and preserve previous samples.,decoded instruction flow at 0x4292; caller/callee context,,false
0x42D0,0x4318,update_load_sensor_snapshot,routine,code,73,,,,,sensors,strong,contiguous-code,73,73,0,1,0x42D0-0x4318,100.000,1,0xD3D9,main_periodic_body,0,,,Conditionally capture load and analog input snapshots into 0x2022/0x2012 and restore defaults when invalid.,decoded instruction flow at 0x42D0; caller/callee context,,false
0x431A,0x433F,preprocess_cts_path,routine,code,38,8,,,,temperature,strong,contiguous-code,38,38,0,1,0x431A-0x433F,100.000,3,0x72B9|0xD5BC|0xD6D6,sub_729D|build_rpm_index_2044|runtime_variables_init,3,0x4328|0x432E|0x433A,saturating_u8_gain_product|sub_5BEC|iir_step_u8_to_q8_8,Preprocess temperature channel used by the CTS-like axis path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4340,0x4368,convert_cts_axis,routine,code,41,8,,,,temperature,confirmed,contiguous-code,41,41,0,1,0x4340-0x4368,100.000,0,,,2,0x4349|0x4353,axis_lookup_u8|interp_1d_u8,Use calibration 0x92CF through the axis helper to produce 0x203C/0x203E.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x436A,0x438F,preprocess_iat_path,routine,code,38,8,,,,temperature,strong,contiguous-code,38,38,0,1,0x436A-0x438F,100.000,2,0xD5B9|0xD6D3,build_rpm_index_2044|runtime_variables_init,3,0x4378|0x437E|0x438A,saturating_u8_gain_product|sub_5D08|iir_step_u8_to_q8_8,Preprocess temperature channel used by the IAT-like axis path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4390,0x43B8,convert_iat_axis,routine,code,41,8,,,,temperature,confirmed,contiguous-code,41,41,0,1,0x4390-0x43B8,100.000,0,,,2,0x4399|0x43A3,axis_lookup_u8|interp_1d_u8,Use calibration 0x92D9 through the axis helper to produce 0x2038/0x203A.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x43BA,0x43DA,update_filtered_o2_and_shared_axis,routine,code,33,,,,,closed-loop,strong,contiguous-code,33,33,0,1,0x43BA-0x43DA,100.000,1,0xD5BF,build_rpm_index_2044,3,0x43BA|0x43D2|0x43D7,sample_and_filter_o2_candidate|iir_step_u8_to_q8_8|build_shared_axis_2040,"Update filtered 0x00CC from the 0x200C candidate input, then rebuild shared axis 0x2040.",decoded instruction flow at 0x43BA; caller/callee context,,false
0x43DC,0x43F1,sample_and_filter_o2_candidate,routine,code,22,,,,,closed-loop,strong,contiguous-code,22,22,0,1,0x43DC-0x43F1,100.000,2,0x43BA|0xD6DF,update_filtered_o2_and_shared_axis|runtime_variables_init,2,0x43DC|0x43EE,sub_5B1B|saturating_u8_gain_product,Read/check the 0x200C analog candidate and apply the configured filter coefficient into the 0x00CC path.,decoded instruction flow at 0x43DC; caller/callee context,,false
0x43F3,0x4403,build_shared_axis_2040,routine,code,17,,,,,scheduler,confirmed,contiguous-code,17,17,0,1,0x43F3-0x4403,100.000,2,0x43D7|0xD6E5,update_filtered_o2_and_shared_axis|runtime_variables_init,0,,,"Compute 0x2040 = max(0x00CC - 0x8000, 0) >> 4.",decoded instruction flow at 0x43F3; caller/callee context,,false
0x4405,0x440B,clear_external_output_request,routine,code,7,,,,,outputs,confirmed,contiguous-code,7,7,0,1,0x4405-0x440B,100.000,2,0x967B|0xE6D5,interrupt_handler_95f3|fuel_final_stack,0,,,Clear bit 0x01 at extended I/O offset 0x40 from base 0x1000.,decoded instruction flow at 0x4405; caller/callee context,,false
0x440D,0x441F,sub_440D,routine,unclassified-code,19,,,,,unknown,unclassified,contiguous-code,19,19,0,1,0x440D-0x441F,100.000,2,0x6F4B|0x71C0,rpm_limiter_hysteresis|sub_7101,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4421,0x4460,sub_4421,routine,unclassified-code,64,,,,,unknown,unclassified,contiguous-code,64,64,0,1,0x4421-0x4460,100.000,1,0xB907,reset_entry,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4461,0x4536,sub_4461,routine,unclassified-code,214,,,,,unknown,unclassified,contiguous-code,214,214,0,1,0x4461-0x4536,100.000,1,0xD596,build_rpm_index_2044,15,0x4468|0x44B4|0x44D6|0x44DF|0x44E8|0x44F1|0x44FA|0x4503|0x4521|0x4524|0x4527|0x452A|0x452D|0x4530|0x4533,sub_96D3|interp_1d_u8|sub_4564|sub_4538|sub_4556|sub_45B0|sub_45B8|sub_45CC|sub_45D4|sub_45F3|sub_460A|sub_4642|sub_4698|sub_46BE|sub_477B,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4538,0x4554,sub_4538,routine,unclassified-code,29,,,,,unknown,unclassified,contiguous-code,29,29,0,1,0x4538-0x4554,100.000,1,0x44DF,sub_4461,2,0x453F|0x4544,sub_4980|compute_spark_command,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4556,0x4562,sub_4556,routine,unclassified-code,13,,,,,unknown,unclassified,contiguous-code,13,13,0,1,0x4556-0x4562,100.000,1,0x44E8,sub_4461,3,0x4559|0x455C|0x455F,sub_49A9|sub_49BA|sub_49CA,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4564,0x45AE,sub_4564,routine,unclassified-code,75,,,,,unknown,unclassified,contiguous-code,75,75,0,1,0x4564-0x45AE,100.000,1,0x44D6,sub_4461,2,0x4599|0x45AB,interp_1d_u8|compute_spark_command,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45B0,0x45B6,sub_45B0,routine,unclassified-code,7,,,,,unknown,unclassified,contiguous-code,7,7,0,1,0x45B0-0x45B6,100.000,1,0x44F1,sub_4461,1,0x45B3,compute_spark_command,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45B8,0x45CA,sub_45B8,routine,unclassified-code,19,,,,,unknown,unclassified,contiguous-code,19,19,0,1,0x45B8-0x45CA,100.000,1,0x44FA,sub_4461,1,0x45BF,interp_1d_u8,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45CC,0x45D2,sub_45CC,routine,unclassified-code,7,,,,,unknown,unclassified,contiguous-code,7,7,0,1,0x45CC-0x45D2,100.000,1,0x4503,sub_4461,1,0x45CF,sub_4980,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45D4,0x45F1,sub_45D4,routine,unclassified-code,30,,,,,unknown,unclassified,contiguous-code,30,30,0,1,0x45D4-0x45F1,100.000,1,0x4521,sub_4461,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45F3,0x4608,sub_45F3,routine,unclassified-code,22,,,,,unknown,unclassified,contiguous-code,22,22,0,1,0x45F3-0x4608,100.000,1,0x4524,sub_4461,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x460A,0x4640,sub_460A,routine,unclassified-code,55,,,,,unknown,unclassified,contiguous-code,55,55,0,1,0x460A-0x4640,100.000,1,0x4527,sub_4461,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4642,0x4696,sub_4642,routine,unclassified-code,85,,,,,unknown,unclassified,contiguous-code,85,85,0,1,0x4642-0x4696,100.000,1,0x452A,sub_4461,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4698,0x46BC,sub_4698,routine,unclassified-code,37,,,,,unknown,unclassified,contiguous-code,37,37,0,1,0x4698-0x46BC,100.000,1,0x452D,sub_4461,1,0x46B9,sub_4726,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x46BE,0x4724,sub_46BE,routine,unclassified-code,103,,,,,unknown,unclassified,contiguous-code,103,103,0,1,0x46BE-0x4724,100.000,1,0x4530,sub_4461,2,0x46EB|0x4721,interp_1d_u8|sub_4726,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4726,0x4770,sub_4726,routine,unclassified-code,75,,,,,unknown,unclassified,contiguous-code,75,75,0,1,0x4726-0x4770,100.000,2,0x46B9|0x4721,sub_4698|sub_46BE,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4772,0x477A,sub_4772,routine,unclassified-code,9,,,,,unknown,unclassified,contiguous-code,9,9,0,1,0x4772-0x477A,100.000,1,0x96B9,interrupt_handler_95f3,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x477B,0x48D6,sub_477B,routine,unclassified-code,348,,,,,unknown,unclassified,contiguous-code,348,348,0,1,0x477B-0x48D6,100.000,1,0x4533,sub_4461,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x48D8,0x48EC,compute_spark_command,routine,code,21,,,,,ignition,strong,contiguous-code,21,21,0,1,0x48D8-0x48EC,100.000,3,0x4544|0x45AB|0x45B3,sub_4538|sub_4564|sub_45B0,3,0x48D8|0x48DA|0x48E3,lookup_base_spark|apply_spark_temperature_correction|apply_cts_load_spark_correction,Invoke base spark and correction paths and form the current spark command accumulator.,decoded instruction flow at 0x48D8; caller/callee context,,false
0x48EE,0x4941,lookup_base_spark,routine,code,84,8,,,,ignition,confirmed,contiguous-code,84,84,0,1,0x48EE-0x4941,100.000,1,0x48D8,compute_spark_command,2,0x48FF|0x4927,interp_1d_u8|interp_2d_u8,"Select RPM-only or 24x9 spark bank, interpolate, add optional signed offset, accumulate in 0x2147.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x4943,0x494E,apply_spark_temperature_correction,routine,code,12,8,,,,ignition,strong,contiguous-code,12,12,0,1,0x4943-0x494E,100.000,1,0x48DA,compute_spark_command,0,,,Apply signed temperature/load spark correction to the base spark result.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x494F,0x497E,apply_cts_load_spark_correction,routine,code,48,,,,,ignition,strong,contiguous-code,48,48,0,1,0x494F-0x497E,100.000,1,0x48E3,compute_spark_command,1,0x496A,interp_2d_s8,Apply the second signed temperature/load spark-correction table to the spark accumulator.,decoded instruction flow at 0x494F; caller/callee context,,false
0x4980,0x49A1,sub_4980,routine,unclassified-code,34,,,,,unknown,unclassified,contiguous-code,34,34,0,1,0x4980-0x49A1,100.000,2,0x453F|0x45CF,sub_4538|sub_45CC,3,0x4998|0x499C|0x499E,sub_49A3|sub_49A9|sub_49BA,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49A3,0x49A8,sub_49A3,routine,unclassified-code,6,,,,,unknown,unclassified,contiguous-code,6,6,0,1,0x49A3-0x49A8,100.000,1,0x4998,sub_4980,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49A9,0x49B8,sub_49A9,routine,unclassified-code,16,,,,,unknown,unclassified,contiguous-code,16,16,0,1,0x49A9-0x49B8,100.000,2,0x4559|0x499C,sub_4556|sub_4980,1,0x49B0,interp_1d_u8,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49BA,0x49C8,sub_49BA,routine,unclassified-code,15,,,,,unknown,unclassified,contiguous-code,15,15,0,1,0x49BA-0x49C8,100.000,2,0x455C|0x499E,sub_4556|sub_4980,1,0x49C1,interp_1d_u8,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49CA,0x4AA0,sub_49CA,routine,unclassified-code,215,,,,,unknown,unclassified,contiguous-code,215,215,0,1,0x49CA-0x4AA0,100.000,1,0x455F,sub_4556,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4AA7,0x4B12,sub_4AA7,routine,unclassified-code,108,,,,,unknown,unclassified,contiguous-code,108,108,0,1,0x4AA7-0x4B12,100.000,1,0xB88D,reset_entry,4,0x4AD8|0x4AF0|0x4AF7|0x4B0F,sub_4B13|sub_4B52,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B13,0x4B51,sub_4B13,routine,unclassified-code,63,,,,,unknown,unclassified,contiguous-code,63,63,0,1,0x4B13-0x4B51,100.000,2,0x4AD8|0x4AF7,sub_4AA7,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B52,0x4B62,sub_4B52,routine,unclassified-code,17,,,,,unknown,unclassified,contiguous-code,17,17,0,1,0x4B52-0x4B62,100.000,4,0x4AF0|0x4B0F|0x4BE7|0x4C0C,sub_4AA7|sub_4BCD,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B63,0x4B86,sub_4B63,routine,unclassified-code,36,,,,,unknown,unclassified,contiguous-code,36,36,0,1,0x4B63-0x4B86,100.000,1,0xB890,reset_entry,2,0x4B63|0x4B81,decode_service_selector|sub_4B87,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B87,0x4BB4,sub_4B87,routine,unclassified-code,46,,,,,unknown,unclassified,contiguous-code,46,46,0,1,0x4B87-0x4BB4,100.000,3,0x4B81|0x4E36|0x4E4C,sub_4B63|sci_service_mode_update,3,0x4B99|0x4B9D|0x4BA1,sub_4BB5,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4BB5,0x4BCC,sub_4BB5,routine,unclassified-code,24,,,,,unknown,unclassified,contiguous-code,24,24,0,1,0x4BB5-0x4BCC,100.000,3,0x4B99|0x4B9D|0x4BA1,sub_4B87,0,,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4BCD,0x4C35,sub_4BCD,routine,unclassified-code,105,,,,,unknown,unclassified,contiguous-code,105,105,0,1,0x4BCD-0x4C35,100.000,1,0xD6A1,build_rpm_index_2044,4,0x4BE7|0x4BEC|0x4C0C|0x4C11,sub_4B52|sub_69DE,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4C36,0x4C5A,sci_prepare_tx_state,routine,code,37,,,,,diagnostics,strong,contiguous-code,37,37,0,1,0x4C36-0x4C5A,100.000,4,0x4C97|0x4CD5|0x4E3F|0x4EEC,sci_command_state_machine|sci_service_mode_update|sci_periodic_trigger,0,,,Prepare SCI transmit state/flags and enable the appropriate serial control bits.,decoded instruction flow at 0x4C36; caller/callee context,,false
0x4C5B,0x4D20,sci_command_state_machine,routine,code,198,,,,,diagnostics,strong,contiguous-code,198,198,0,1,0x4C5B-0x4D20,100.000,1,0xD3DC,main_periodic_body,2,0x4C97|0x4CD5,sci_prepare_tx_state,"Service SCI command/response state, timeouts, and transmit staging in RAM 0x2164-0x2171.",decoded instruction flow at 0x4C5B; caller/callee context,,false
0x4D21,0x4D83,sci_transmit_service,routine,code,99,,,,,diagnostics,confirmed,contiguous-code,99,99,0,1,0x4D21-0x4D83,100.000,1,0x96C3,interrupt_handler_95f3,0,,,Write pending byte 0x2167 to SCDR and maintain SCI transmit counters/state.,decoded instruction flow at 0x4D21; caller/callee context,,false
0x4E0B,0x4EA2,sci_service_mode_update,routine,code,152,,,,,diagnostics,strong,contiguous-code,152,152,0,1,0x4E0B-0x4EA2,100.000,1,0xD698,build_rpm_index_2044,4,0x4E36|0x4E3F|0x4E45|0x4E4C,sub_4B87|sci_prepare_tx_state|decode_service_selector,Update service-mode state flags and command staging before periodic SCI processing.,decoded instruction flow at 0x4E0B; caller/callee context,,false
0x4EA3,0x4ECC,decode_service_selector,routine,code,42,,,,,diagnostics,strong,contiguous-code,42,42,0,1,0x4EA3-0x4ECC,100.000,2,0x4B63|0x4E45,sub_4B63|sci_service_mode_update,0,,,Decode service/command selector through ROM lookup blocks around 0xB67F/0xB6FF.,decoded instruction flow at 0x4EA3; caller/callee context,,false
0x4ECD,0x4EEF,sci_periodic_trigger,routine,code,35,,,,,diagnostics,strong,contiguous-code,35,35,0,1,0x4ECD-0x4EEF,100.000,1,0xD3DF,main_periodic_body,1,0x4EEC,sci_prepare_tx_state,Conditionally stage an SCI command byte when operating and serial-state gates allow it.,decoded instruction flow at 0x4ECD; caller/callee context,,false
0x4F10,0x4FE0,hardware_io_service_init,routine,code,209,8,,,,hardware-service,strong,contiguous-code,209,209,0,1,0x4F10-0x4FE0,100.000,0,,,3,0x4F6E|0x4FA0|0x4FBA,reset_service_transfer_state|service_transfer_state_machine|hardware_io_countdown_helper_54b6,Initialize extended I/O/service hardware state and related RAM flags.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4FE1,0x5069,hardware_io_service_state_machine,routine,code,137,8,,,,hardware-service,strong,contiguous-code,137,137,0,1,0x4FE1-0x5069,100.000,0,,,2,0x5031|0x504D,hardware_io_bit_clear_helper|hardware_io_countdown_helper_54b6,Timed I/O/service state machine using countdown/state at 0x246B and pointer/state data.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x506A,0x50F3,hardware_io_scan_group_506a,routine,code,138,8,,,,unknown,strong,contiguous-code,138,138,0,1,0x506A-0x50F3,100.000,0,,,14,0x506A|0x5079|0x5081|0x5087|0x508D|0x5093|0x509E|0x50A4|0x50AA|0x50B0|0x50B6|0x50BC|0x50C2|0x50CD,service_transfer_state_machine|hardware_io_bit_set_helper|hardware_io_bit_update_helper,Scan extended I/O status registers and mirror individual bits into RAM flags.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x50F4,0x515B,hardware_io_scan_group_50f4,routine,code,104,8,,,,unknown,strong,contiguous-code,104,104,0,1,0x50F4-0x515B,100.000,0,,,7,0x5104|0x510E|0x511C|0x5122|0x5129|0x5136|0x5158,hardware_io_bit_update_helper|hardware_io_bit_set_helper,"Extended I/O bit scan/update routine; contains byte 0x5100 as an instruction operand, not a table.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x515C,0x51CB,hardware_io_scan_group_515c,routine,code,112,8,,,,unknown,strong,contiguous-code,112,112,0,1,0x515C-0x51CB,100.000,0,,,5,0x5168|0x5173|0x5179|0x5180|0x518B,hardware_io_bit_set_helper|hardware_io_bit_update_helper,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x51CC,0x51FA,hardware_io_scan_group_51cc,routine,code,47,8,,,,unknown,strong,contiguous-code,47,47,0,1,0x51CC-0x51FA,100.000,0,,,3,0x51D4|0x51DF|0x51EA,hardware_io_bit_update_helper|hardware_io_bit_set_helper,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x51FB,0x5223,hardware_io_scan_group_51fb,routine,code,41,8,,,,unknown,strong,contiguous-code,41,41,0,1,0x51FB-0x5223,100.000,0,,,4,0x51FB|0x520A|0x5215|0x5218,service_transfer_state_machine|hardware_io_bit_set_helper|hardware_io_flag_helper_54a3,Extended I/O bit scan/update routine; spans 0x5200 as executable instruction bytes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5224,0x5242,hardware_io_scan_group_5224,routine,code,31,8,,,,unknown,strong,contiguous-code,31,31,0,1,0x5224-0x5242,100.000,0,,,2,0x522C|0x5237,hardware_io_bit_update_helper,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5243,0x528F,hardware_io_scan_group_5243,routine,code,77,8,,,,unknown,strong,contiguous-code,77,77,0,1,0x5243-0x528F,100.000,0,,,5,0x524B|0x5256|0x5261|0x5274|0x527C,hardware_io_bit_set_helper|hardware_io_bit_update_helper|hardware_io_flag_helper_54a3,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5290,0x52DC,hardware_io_scan_group_5290,routine,code,77,8,,,,unknown,strong,contiguous-code,77,77,0,1,0x5290-0x52DC,100.000,0,,,2,0x5298|0x52A3,hardware_io_bit_update_helper,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x52DD,0x531F,hardware_io_scan_group_52dd,routine,code,67,8,,,,unknown,strong,contiguous-code,67,67,0,1,0x52DD-0x531F,100.000,0,,,4,0x52DD|0x52EC|0x52F7|0x52FA,service_transfer_state_machine|hardware_io_bit_set_helper|hardware_io_flag_helper_54a3,Extended I/O configuration routine; spans 0x5300 as executable instruction bytes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5320,0x5360,hardware_io_scan_group_5320,routine,code,65,8,,,,unknown,strong,contiguous-code,65,65,0,1,0x5320-0x5360,100.000,0,,,4,0x5330|0x533C|0x534A|0x535D,hardware_io_bit_update_helper|hardware_io_bit_set_helper,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5361,0x53A8,hardware_io_scan_group_5361,routine,code,72,8,,,,unknown,strong,contiguous-code,72,72,0,1,0x5361-0x53A8,100.000,0,,,3,0x5369|0x5374|0x5377,hardware_io_bit_set_helper|hardware_io_flag_helper_54a3,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x53A9,0x5418,hardware_io_scan_group_53a9,routine,code,112,8,,,,unknown,strong,contiguous-code,112,112,0,1,0x53A9-0x5418,100.000,0,,,3,0x53B1|0x53BC|0x53C7,hardware_io_bit_set_helper|hardware_io_bit_update_helper,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5419,0x545E,hardware_io_scan_group_5419,routine,code,70,8,,,,unknown,strong,contiguous-code,70,70,0,1,0x5419-0x545E,100.000,0,,,6,0x5419|0x5428|0x5433|0x543E|0x5444|0x544B,service_transfer_state_machine|hardware_io_bit_set_helper|hardware_io_bit_update_helper,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x545F,0x546A,hardware_io_scan_group_545f,routine,code,12,8,,,,unknown,strong,contiguous-code,12,12,0,1,0x545F-0x546A,100.000,0,,,1,0x5467,hardware_io_bit_set_helper,Small extended I/O flag mirror routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x546B,0x5496,hardware_io_service_546b,routine,code,44,8,,,,hardware-service,strong,contiguous-code,44,44,0,1,0x546B-0x5496,100.000,0,,,2,0x5473|0x5486,hardware_io_bit_update_helper|hardware_io_bit_set_helper,Extended I/O service routine with port/control writes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5497,0x54A2,hardware_io_scan_group_5497,routine,code,12,8,,,,unknown,strong,contiguous-code,12,12,0,1,0x5497-0x54A2,100.000,0,,,2,0x549C|0x549F,sub_5511|sub_5550,Small extended I/O flag mirror routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54A3,0x54B5,hardware_io_flag_helper_54a3,routine,code,19,8,,,,unknown,strong,contiguous-code,19,19,0,1,0x54A3-0x54B5,100.000,4,0x5218|0x527C|0x52FA|0x5377,hardware_io_scan_group_51fb|hardware_io_scan_group_5243|hardware_io_scan_group_52dd|hardware_io_scan_group_5361,1,0x54AD,hardware_io_bit_set_helper,Update a RAM flag from a selected hardware/service bit.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54B6,0x54C7,hardware_io_countdown_helper_54b6,routine,code,18,8,,,,unknown,strong,contiguous-code,18,18,0,1,0x54B6-0x54C7,100.000,2,0x4FBA|0x504D,hardware_io_service_init|hardware_io_service_state_machine,0,,,Update service countdown/state.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54C8,0x54EA,hardware_io_bit_clear_helper,routine,code,35,8,,,,unknown,confirmed,contiguous-code,35,35,0,1,0x54C8-0x54EA,100.000,1,0x5031,hardware_io_service_state_machine,0,,,Clear a selected RAM bit when the tested condition is false.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54EB,0x54FD,hardware_io_bit_set_helper,routine,code,19,8,,,,unknown,confirmed,contiguous-code,19,19,0,1,0x54EB-0x54FD,100.000,32,0x5079|0x508D|0x509E|0x50A4|0x50AA|0x50B0|0x50B6|0x50BC|0x50CD|0x510E|0x511C|0x5122|0x5129|0x5136|0x5158|0x5168|0x51DF|0x520A|0x5215|0x524B|0x5256|0x5274|0x52EC|0x52F7|0x535D|0x5369|0x5374|0x53B1|0x5428|0x5467|0x5486|0x54AD,hardware_io_scan_group_506a|hardware_io_scan_group_50f4|hardware_io_scan_group_515c|hardware_io_scan_group_51cc|hardware_io_scan_group_51fb|hardware_io_scan_group_5243|hardware_io_scan_group_52dd|hardware_io_scan_group_5320|hardware_io_scan_group_5361|hardware_io_scan_group_53a9|hardware_io_scan_group_5419|hardware_io_scan_group_545f|hardware_io_service_546b|hardware_io_flag_helper_54a3,0,,,Set/clear selected RAM bit according to tested condition.,existing reverse-engineering bundle / repository LOGIC.md,,false
