871.572,3359.05,216.6117647059,94.3536,3.8846875,3.5,0.85257,0.8913574219,1020.7862475586,0.1959635417,0.8914388021,99,0,0,13.1215820313,16.5720123802,13.4,220.03,0,219.59375,7648,10.4,77,0,-0.78125,210.96,0,12,11.75625,19,12,97,105,111,12,13.1,13.1
871.600,3373.75,215.2941176471,94,3.921875,3.5,0.849,0.880859375,1021.4357299805,0.3359375,0.8984375,99,0,0,12.9409179688,16.782355239,13.6,219.57,0,216.5625,7662,10.452,77.26,0,-0.78125,211.0512,0,12,11.75625,18.74,12,97,105,111,12,13.088,13.088
871.631,3382.5,214.1176470588,96.28,3.96875,3.5,0.851125,0.880859375,1016.8707275391,0.3359375,0.9008413462,99,0,0,12.9409179688,16.7895669942,13.6,219.5484,0,216.75375,7662,10.6,78,0,-0.78125,211.2,0,12,11.75625,18,12,97,105,111,12,13.026,13.026
871.667,3389.385,215.3176470588,96.4186,3.97734375,3.5,0.851785,0.880859375,1017.9737353516,0.3359375,0.90625,99,0,0,12.9409179688,16.8124042189,13.6,219.39,0,218.15625,7662,10.8,78,0,-0.78125,211.03,0,12,11.75625,18,12,97,105,111,12,12.954,12.954
871.693,3402.75,217.6470588235,96.91,4.0078125,3.5,0.854125,0.873046875,1020.1148681641,0.4296875,0.9140625,99,0,0,12.8879492188,16.9133687911,13.6,219.39,0,218.51625,7667.4,10.776,78.12,0,-0.78125,211.0636,0,12,11.75625,18,12,97,105,111,12,12.9,12.9
871.719,3414.72,216.7529411765,97.4014,4.0078125,3.5,0.8548725,0.873046875,1019.1314465332,0.4296875,0.9152644231,99,0,0,12.8305664063,17.0227470777,13.6,219.39,0,219.15625,7677,10.6,79,0,-0.78125,211.17,0,12,11.75625,18,12,97,105,111,12,12.85,12.85
871.745,3434.25,215.2941176471,98.8,4.0078125,3.5,0.857,0.873046875,1017.5269165039,0.4296875,0.9296875,99,0,0,12.8305664063,17.1128940172,13.6,219.374,0,218.11875,7700.6,10.662745098,79,0,-0.78125,211.1756,0,12,11.75625,18,12,97,105,111,12,12.798,12.798
871.775,3446.5,215.2941176471,99.0432,4.0078125,3.5,0.8593275,0.8723958333,1017.5112915039,0.4401041667,0.9309895833,99,0,0,12.82140625,17.1339283031,13.6,219.35,0,216.5625,7736,11,79,0,-0.78125,211.19,0,12,11.75625,18,12,97,105,111,12,12.7,12.7
871.806,3448.18,215.4352941176,99.44,4.0078125,3.5,0.863125,0.869140625,1017.3626391602,0.4921875,0.9375,99,0,0,12.7651367188,17.2631389164,13.4,220.08,0,217.625,7751,10.9265306122,79.3673469388,0,-0.78125,210.89,0,12,11.725,18,12,97,105,111,12,12.688,12.688
871.837,3460.5,216.4705882353,100.08,4.0078125,3.5,0.8665,0.869140625,1016.2725219727,0.4921875,0.9408052885,99,0,0,12.7651367188,17.3031040596,13.448,220.1712,0,218.3,7762.04,10.8,80,0,-0.78125,210.8684,0,12,11.725,18,12,97,105,111,12,12.657,12.657
871.867,3474.015,217.2705882353,100.2208,4.0078125,3.5,0.867435,0.869140625,1016.1873352051,0.4921875,0.9453125,99,0,0,12.7651367188,17.3683103459,13.6,220.46,0,220.4375,7797,11.2,80,0,-0.78125,210.71,0,12,11.725,18,12,97,105,111,12,12.627,12.627
871.893,3500.25,218.8235294118,100.72,4.0078125,3.5,0.87075,0.8662109375,1016.0219726563,0.4921875,0.9609375,99,0,0,12.7216796875,17.4434327955,13.528,220.6328,0,220.3025,7802.4,11.2,80.12,0,-0.78125,210.6884,0,12,11.725,18,12,97,105,111,12,12.6,12.6
871.925,3505.5,217.6470588235,100.72,4.0078125,3.69,0.8703225,0.8662109375,1015.3591918945,0.4921875,0.9609375,99,0,0,12.7216796875,17.445536224,13.4,220.94,0,220.0625,7812,11.2,81,0,-0.78125,210.62,0,12,11.725,18,12,96,105,111,12,12.569,12.569
871.956,3508.08,217.6470588235,100.72,4.0078125,4,0.869625,0.8662109375,1015.1203930664,0.4921875,0.9609375,99,0,0,12.7216796875,17.4584572854,13.8,221.1,0,219.4375,7797,11.276,81,0,-0.78125,210.07,0,12,11.725,18,12,96,105,111,12,12.538,12.538
871.987,3527,217.6470588235,100.08,4.0078125,4,0.868375,0.8653971354,1013.3692016602,0.4921875,0.9609375,99,0,0,12.713515625,17.4413293669,13.704,221.0808,0,219.0775,7797,11.4,81,0,-0.78125,210.0568,0,12,11.725,18,12,96,105,111,12,12.5,12.5
872.015,3534.95,216.9411764706,100.08,4.0078125,4,0.866845,0.8642578125,1014.4376403809,0.4921875,0.9609375,99,0,0,12.7001953125,17.4133838156,13.4,221.02,0,217.9375,7797,11.2,81,0,-0.78125,209.96,0,12,11.725,18,12,96.4230769231,105,111,12,12.5,12.5
872.045,3553.5,215.2941176471,100.08,4.0078125,4,0.859875,0.8642578125,1016.9306640625,0.4921875,0.9765625,99,0,0,12.7001953125,17.2030409568,13.56,220.72,0,217.6625,7784.6,11.232,81.16,0,-0.78125,209.9152,0,12,11.7425,18,12,97,105,111,12,12.5,12.5
872.075,3565.25,214.1176470588,100.3232,4.0078125,4,0.85826,0.8640950521,1013.3534545898,0.4921875,0.9765625,99,0,0,12.69890625,17.1958292016,13.8,220.27,0,217.25,7766,11.4,82,0,-0.78125,209.8,0,12,11.7875,18,12,97,105,111,12,12.5,12.5
872.106,3568.97,214.1176470588,100.72,4.0078125,4,0.855625,0.86328125,1013.619440918,0.4921875,0.9765625,99,0,0,12.689453125,17.1429429971,13.4,219.87,0,216.46875,7766,11.4,82,0,-0.78125,209.85,0,12,11.7875,18,12,97,105,111,12,12.5,12.5
872.137,3596.25,214.1176470588,102.03,4.0078125,4,0.85125,0.86328125,1015.5700073242,0.4921875,0.9831730769,99,0,0,12.689453125,17.1158989152,13.496,219.6444,0,216.34125,7773.44,11.4,82,0,-0.78125,209.8728,0,12,11.7875,18,12,97,105,111,12,12.5,12.5
872.167,3601.605,213.7176470588,101.7418,4.0078125,4,0.850315,0.86328125,1014.0919494629,0.4921875,0.9921875,99,0,0,12.689453125,17.0678205475,13.8,218.93,0,215.9375,7797,11.6,83,0,-0.78125,210.04,0,12,11.7875,18,12,97,105,111,12,12.5,12.5
872.194,3612,212.9411764706,100.72,4.0078125,4,0.847,0.86328125,1011.2227783203,0.4921875,1,99,0,0,12.689453125,17.0252984062,13.6448979592,218.6508163265,0,215.549744898,7797,11.6,83,0,-0.78125,210.0296,0,12,11.7875,18,12,97,105,111,12,12.5,12.5
872.222,3616.4,212.9411764706,100.928,4.0078125,4,0.8464,0.86328125,1012.4369946289,0.4921875,1.0010516827,99,0,0,12.689453125,16.977673608,13.4,218.21,0,214.9375,7797,11.6,83,0,-0.78125,210,0,12,11.7875,18,12,97,105,111,12,12.5,12.5
872.250,3622,212.9411764706,101.37,4.0078125,4,0.845125,0.86328125,1013.9823608398,0.4921875,1.0078125,99,0,0,12.689453125,16.9626491181,13.8,218.02,0,214.78125,7812,11.652,83.26,0,-0.78125,210.0456,0,12,11.7875,18,12,96.8775510204,105,111,12,12.5,12.5
872.281,3651.25,212.9411764706,102.03,4.0078125,4,0.84325,0.86328125,1010.6112060547,0.4921875,1.0100911458,99,0,0,12.689453125,16.9516107173,13.7450980392,217.9198039216,0,214.7212009804,7809.9411764706,11.8,84,0,-0.78125,210.12,0,12,11.7875,18,12,96,105,111,12,12.5,12.5
872.315,3655.45,212.9411764706,102.273,4.0078125,4,0.8434075,0.86328125,1011.3686035156,0.4921875,1.015625,99,0,0,12.689453125,16.9175756483,13.4,217.29,0,214.34375,7797,11.8,84,0,-0.78125,210.15,0,12,11.81875,18,12,96,105,111,12,12.5,12.5
872.345,3665.25,212.9411764706,103.38,4.0078125,4,0.844125,0.86328125,1013.1358642578,0.4921875,1.0234375,99,0,0,12.689453125,16.977673608,13.64,217.258,0,214.68125,7809,11.832,84.16,0,-0.78125,210.1584,0,12,11.81875,18,12,96,105,111,12,12.5,12.5
872.375,3680.25,214.1176470588,103.38,4.0078125,4,0.8446,0.86328125,1010.6774902344,0.4921875,1.0260416667,99,0,0,12.689453125,16.9859223475,14,217.21,0,215.1875,7827,12,85,0,-0.78125,210.18,0,12,11.81875,18,12,96,105,111,12,12.5,12.5
872.406,3682.71,214.1176470588,103.38,4.0078125,4,0.845375,0.86328125,1010.73734375,0.4921875,1.0390625,99,0,0,12.689453125,17.0377715677,13.6,217.14,0,215.875,7905,12.076,85,0,-0.78125,210.06,0,12,11.81875,18,12,96,105,111,12,12.5,12.5
872.437,3700.75,214.1176470588,103.38,4.0078125,4,0.8475,0.86328125,1011.1762695313,0.4921875,1.0423054245,99,0,0,12.689453125,17.0488099684,13.696,217.0608,0,216.13,7893.72,12.2,85,0,-0.78125,210.0396,0,12,11.81875,18,12,96,105,111,12,12.5,12.5
872.468,3708.5,214.1176470588,103.2192,4.0078125,4,0.8475,0.86328125,1010.7048339844,0.4921875,1.046875,99,0,0,12.689453125,17.0678205475,14,216.81,0,216.9375,7858,12.2,86,0,-0.78125,209.89,0,12,11.81875,18,12,96,105,111,12,12.5,12.5
872.494,3724,214.1176470588,102.71,4.0078125,4,0.8475,0.86328125,1009.7619628906,0.4921875,1.0390625,99,0,0,12.689453125,17.0227470777,13.848,216.81,0,215.951875,7858,12.2,86,0,-0.78125,209.8744,0,12,11.81875,18,12,96,105,111,12,12.5,12.5
872.525,3738,211.7647058824,103.223,4.0078125,4,0.845125,0.86328125,1008.9834594727,0.4921875,1.0405649038,99,0,0,12.689453125,17.011929445,13.6,216.81,0,214.34375,7858,12.2,86,0,-0.78125,209.83,0,12,11.81875,18,12,96,105,111,12,12.4757894737,12.469
872.556,3739.8,211.7647058824,104.06,4.0078125,4,0.84125,0.86328125,1008.9518847656,0.4921875,1.046875,99,0,0,12.689453125,16.9326001382,13.8,216.01,0,213.5625,7889,12.352,86,0,-0.78125,209.8,0,12,12.00625,18,12,96,105,111,12,12.4431578947,12.438
872.587,3753,211.7647058824,104.74,4.0078125,4,0.84525,0.86328125,1008.7203369141,0.4921875,1.0500637755,99,0,0,12.689453125,16.9381193386,13.752,216.0556,0,213.765,7885.4,12.6,86,0,-0.78125,209.8012,0,12,12.00625,18,12,96,105,111,12,12.4,12.4
872.616,3761.88,212.1411764706,104.878,4.0078125,4,0.844625,0.86328125,1007.9607080078,0.4921875,1.0546875,99,0,0,12.689453125,16.9476246281,13.6,216.2,0,214.40625,7874,12.4,87,0,-0.78125,209.81,0,12,12.00625,18,12,96,105,111,12,12.419,12.422
872.644,3780.75,212.9411764706,105.43,4.0078125,4,0.842125,0.86328125,1006.346496582,0.4921875,1.0625,99,0,0,12.689453125,16.9025511584,13.676,215.8504,0,214.465625,7874,12.428,87,0,-0.78125,209.7866,0,12,12.00625,18,12,96,105,111,12,12.447,12.45
872.675,3791.5,211.7647058824,105.43,4.0078125,4,0.8396075,0.86328125,1008.9868774414,0.4921875,1.0625,99,0,0,12.689453125,16.8752065867,13.8,215.28,0,214.5625,7874,12.6,87,0,-0.78125,209.72,0,12,12.00625,18,12,96,105,111,12,12.5,12.5
872.706,3793.6734693878,211.4765906363,105.43,4.0078125,4,0.8355,0.86328125,1008.4192654357,0.4921875,1.0625,99,0,0,12.689453125,16.7072327894,13.8,214.96,0,212.4375,7858,12.676,87.38,0,-0.78125,209.54,0,12,12.00625,18,12,96,105,111,12,12.5278350515,12.536
872.737,3809.25,209.4117647059,105.43,4.0546875,4,0.833125,0.86328125,1004.3513793945,0.4921875,1.0724158654,99,0,0,12.689453125,16.7072327894,13.8,214.8184,0,212.3625,7865.44,12.8,88,0,-0.78125,209.5628,0,12,12.00625,18,12,96,105,111,12,12.6237113402,12.629
872.767,3816.5955882353,209.723183391,105.66546875,4.076171875,4,0.8326523438,0.86328125,1005.0311584473,0.4921875,1.0859375,99,0,0,12.689453125,16.7072327894,13.8,214.37,0,212.125,7889,12.8,88,0,-0.78125,209.73,0,12,12.00625,18,12,96,105,111,12,12.7164948454,12.719
872.793,3837,210.5882352941,106.22203125,4.126953125,4,0.8315351563,0.86328125,1006.9194335938,0.4921875,1.0897700472,99,0,0,12.689453125,16.7072327894,13.944,214.1684,0,212.56375,7894.76,12.848,88.12,0,-0.78125,209.7108,0,12.12,12.02875,18,12,96,105,111,12,12.8,12.8
872.820,3838.25,210.4812834225,106.8,4.1796875,4,0.830375,0.86328125,1006.7731212269,0.4921875,1.09375,99,0,0,12.689453125,16.7072327894,14.2,213.81,0,213.34375,7905,13.2,89,0,-0.78125,209.65,0,13,12.1,18,12,96,105,111,12,12.722,12.722
872.850,3850.75,209.4117647059,105.43,4.2578125,4,0.830375,0.86328125,1005.3099975586,0.4921875,1.1015625,99,0,0,12.689453125,16.6471348298,14,213.6,0,210.6875,7920,13.148,89,0,-0.78125,209.6760784314,0,13,12.1,18,12,96,105,111,12,12.632,12.632
872.882,3867.75,209.4117647059,108.18,4.3125,4,0.830875,0.86328125,1005.1736450195,0.4921875,1.1040039063,99,0,0,12.689453125,16.6630791864,14.056,213.5762,0,210.985,7920,13,89,0,-0.78125,209.72,0,13,12.1,18,12,96,105,111,12,12.5,12.5
872.915,3870.45,209.7647058824,108.18,4.33078125,4,0.8313925,0.86328125,1006.7124267578,0.4921875,1.109375,99,0,0,12.689453125,16.7072327894,14.4,213.43,0,212.8125,7920,13.2,89,0,-0.78125,209.56,0,13,12.1,18,12,96,105,111,12,12.5,12.5
872.944,3876.75,210.5882352941,108.18,4.4140625,4,0.83375,0.86328125,1010.3029174805,0.4921875,1.109375,99,0,0,12.689453125,16.7523062592,14.324,213.4946,0,212.064375,7932.16,13.2,89.137254902,0,-0.78125,209.508,0,13,12.1,18,12,96,105,111,12,12.5,12.5
872.975,3889.1274509804,209.4348327566,107.9216,4.4496875,4,0.834795,0.86328125,1009.5345626532,0.4921875,1.1070963542,99,0,0,12.689453125,16.7565131164,14.2,213.6,0,210.84375,7952,13.2,90,0,-0.78125,209.36,0,13,12.1,18,12,96,105,111,12,12.5,12.5
873.001,3902,208.2352941176,107.5,4.5078125,4,0.8365,0.86328125,1008.7354736328,0.4921875,1.09375,99,0,0,12.689453125,16.782355239,14.2,213.54,0,211.90625,7984,13.2,90.26,0,-0.78125,209.344,0,13,12.1,18,12,96,105,111,12,12.479,12.479
873.031,3926,209.4117647059,108.77,4.5078125,4,0.835125,0.86328125,1008.0179443359,0.4921875,1.0960477941,99,0,0,12.689453125,16.7900147829,14.2489795918,213.4946938776,0,211.7761479592,7982.0408163265,13.2,91,0,-0.78125,209.32,0,13,12.1,18,12,96,105,111,12,12.389,12.389
873.067,3931.015,209.4117647059,108.77,4.5078125,4,0.8352075,0.86328125,1008.4785754395,0.4921875,1.1015625,99,0,0,12.689453125,16.8124042189,14.6,213.17,0,210.84375,7968,13.4,91,0,-0.78125,209.37,0,13,12.38125,18,12,96,105,111,12,12.281,12.281
873.093,3940.75,209.4117647059,108.77,4.5078125,4,0.8355,0.86328125,1009.3727416992,0.4921875,1.109375,99,0,0,12.689453125,16.7635109635,14.5296296296,213.1594444444,0,211.1846064815,7968,13.424,91,0,-0.78125,209.3292,0,13,12.38125,18,12,96,105,111,12,12.2,12.2
873.128,3954,208.2352941176,108.2112,4.5078125,4,0.83242,0.86328125,1002.6834106445,0.4921875,1.111328125,99,0,0,12.689453125,16.6922082995,14.4,213.14,0,211.8125,7968,13.6,91,0,-0.78125,209.2,0,13,12.38125,18,12,96,105,111,12,12.302,12.302
873.156,3955.77,208.3764705882,107.5,4.5078125,4,0.8285,0.86328125,1002.8980688477,0.4921875,1.1171875,99,0,0,12.689453125,16.5720123802,14.2,212.5,0,209.46875,7936,13.6,91.3725490196,0,-0.78125,209.18,0,13,12.38125,18,12,96,105,111,12,12.386,12.386
873.188,3968.75,209.4117647059,108.77,4.5078125,4,0.825,0.86328125,1004.4722290039,0.4921875,1.1171875,99,0,0,12.689453125,16.5602284665,14.3098039216,212.3380392157,0,209.7604166667,7936,13.6,92,0,-0.78125,209.187,0,13,12.38125,18,12,96,105,111,12,12.5,12.5
873.215,3979.1,208.7058823529,108.8762,4.5078125,4,0.8246175,0.86328125,1004.1590637207,0.4921875,1.1171875,99,0,0,12.689453125,16.5419634003,14.6,211.91,0,210.53125,7936,13.8,92,0,-0.78125,209.23,0,13,12.38125,18,12,96,105,111,12,12.521,12.521
873.248,4003.25,207.0588235294,109.36,4.5078125,4,0.822875,0.86328125,1003.4283447266,0.484375,1.1328125,99,0,0,12.689453125,16.4818654407,14.416,211.6616,0,210.775625,7958.08,13.756,92.22,0,-0.78125,209.3014,0,13,12.38125,18,12,96,105,111,12,12.554,12.554
873.275,4018,205.8823529412,109.36,4.5078125,4.19,0.8219725,0.8629557292,1007.3728027344,0.4817708333,1.1341145833,99,0,0,12.6850097656,16.4839688693,14.2,211.37,0,211.0625,7984,13.6,93,0,-0.78125,209.44,0,13,12.38125,18,12,96,105,111,12,12.6,12.6
873.306,4018.66,206.0235294118,109.36,4.5078125,4.5,0.8205,0.861328125,1007.669140625,0.46875,1.140625,99,0,0,12.6577148438,16.4968899306,14.2,210.78,0,207.46875,7968,13.676,93,0,-0.78125,209.35,0,13,12.50625,18,12,96,105,111,12,12.552,12.552
873.337,4023.5,207.0588235294,109.96,4.5078125,4.5,0.81925,0.861328125,1009.8422851563,0.46875,1.140625,99,0,0,12.6577148438,16.5140178491,14.344,210.684,0,207.74625,7975.68,13.8,93,0,-0.78125,209.3370588235,0,13,12.50625,18,12,96,105,111,12,12.428,12.428
873.367,4028.77,206.6588235294,109.96,4.5078125,4.5,0.81991,0.861328125,1009.8415795898,0.46875,1.140625,99,0,0,12.6577148438,16.5419634003,14.8,210.38,0,208.625,8000,14,94,0,-0.78125,209.24,0,13,12.50625,18,12,96,105,111,12,12.308,12.308
873.393,4039,205.8823529412,109.96,4.5078125,4.5,0.82225,0.859375,1009.8402099609,0.453125,1.1484375,99,0,0,12.6254882813,16.5269389104,14.584,210.2828,0,208.76,7988.48,14,94,0,-0.78125,209.2691836735,0,13,12.50625,18,12,96,105,111,12,12.2,12.2
873.425,4072.5,204.7058823529,109.96,4.5078125,4.5,0.820635,0.859375,1004.4443969727,0.4471153846,1.1514423077,99,0,0,12.6254882813,16.5206286247,14.2,210.11,0,209,7968,14,94,0,-0.78125,209.37,0,13,12.50625,18,12,96,105,111,12,12.293,12.293
873.456,4073.13,204.7058823529,109.96,4.5078125,4.5,0.818,0.859375,1004.7927807617,0.421875,1.1640625,99,0,0,12.6254882813,16.4818654407,14.2,210.08,0,208.3125,8016,13.924,94,0,-0.78125,209.36,0,13,12.50625,18,12,96,105,111,12,12.386,12.386
873.487,4077.75,204.7058823529,111.16,4.5078125,4.5,0.817625,0.8581542969,1007.3475952148,0.4251302083,1.1477864583,99,0,0,12.60953125,16.5332491962,14.248,209.9576,0,208.0725,8019.84,13.8,94,0,-0.78125,209.348,0,13,12.50625,18,12,96,105,111,12,12.5,12.5
873.515,4081.95,205.7647058824,111.16,4.5078125,4.5,0.8181875,0.8564453125,1007.7945739746,0.4296875,1.125,99,0,0,12.5834960938,16.6170858499,14.4,209.57,0,207.3125,8032,14,95,0,-0.78125,209.26,0,13,12.50625,18,12,96,105,111,12,12.437,12.437
873.544,4091.75,208.2352941176,111.16,4.5078125,4.5,0.82075,0.8564453125,1008.8375244141,0.40625,1.1328125,99,0,0,12.5834960938,16.6471348298,14.476,209.6916,0,207.17,8038.08,13.9755102041,95,0,-0.78125,209.26,0,13,12.595625,18,12,96,105,111,12,12.35,12.35
873.575,4124.75,207.0588235294,111.8478,4.5078125,4.5,0.8211775,0.8559570313,1007.7755126953,0.4049479167,1.1328125,99,0,0,12.5776171875,16.6555485441,14.6,209.89,0,206.9375,8048,13.8,95,0,-0.78125,209.26,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.606,4124.75,206.8941176471,112.97,4.5078125,4.5,0.821875,0.853515625,1007.5258044434,0.3984375,1.1328125,99,0,0,12.5415039063,16.7072327894,14.2,210.14,0,206.40625,8113,13.8,95.38,0,-0.78125,209.27,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.637,4124.75,205.8823529412,112.36,4.5078125,4.5,0.824,0.853515625,1005.9918823242,0.3984375,1.1328125,99,0,0,12.5415039063,16.7520116614,14.2489795918,210.2502040816,0,206.7429846939,8104.9183673469,13.8,96,0,-0.78125,209.2268,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.667,4129.25,205.8823529412,112.6284,4.5078125,4.5,0.8244675,0.853515625,1006.4188196519,0.3984375,1.1328125,99,0,0,12.5415039063,16.8274287088,14.4,210.59,0,207.78125,8080,13.8,96,0,-0.78125,208.91,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.693,4137.5,205.8823529412,113.58,4.5078125,4.5,0.826125,0.8505859375,1007.2015380859,0.40625,1.140625,99,0,0,12.5215820313,16.8418522191,14.4745098039,210.5415686275,0,208.631127451,8080,13.848,96.12,0,-0.78125,208.9148,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.719,4152.795,205.8823529412,113.58,4.5078125,4.5,0.82567,0.8505859375,1006.8189172363,0.4038461538,1.140625,99,0,0,12.5,16.8574776886,14.6,210.46,0,210.0625,8080,14.2,97,0,-0.78125,208.93,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.745,4177.75,205.8823529412,113.58,4.5078125,4.5,0.824375,0.8505859375,1006.1946411133,0.375,1.140625,99,0,0,12.5,16.782355239,14.5183673469,210.6232653061,0,209.756377551,8086.9387755102,14.136,97,0,-0.78125,208.9356,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.774,4185.75,204.7058823529,113.8356,4.5078125,4.5,0.823835,0.8501586914,1006.0165405273,0.3772786458,1.140625,99,0,0,12.4952110877,16.787556024,14.4,210.86,0,209.3125,8097,13.8,97,0,-0.78125,208.95,0,13,12.85,18,12,96,105,111,12,12.2,12.2
873.806,4186.8480392157,204.7058823529,114.29,4.5078125,4.5,0.822875,0.84765625,1006.3249786975,0.390625,1.140625,99,0,0,12.4584960938,16.8274287088,14.6,210.4,0,208.3125,8113,13.8,97,0,-0.78125,208.71,0,13.38,13.00625,18,12,96,105,111.24,12,12.2,12.2
873.837,4193.75,204.7058823529,113.58,4.5078125,4.5,0.819875,0.84765625,1008.2637329102,0.3873197115,1.140625,99,0,0,12.4584960938,16.8117909744,14.648,210.3688,0,208.4775,8109.16,13.8,97,0,-0.78125,208.6992,0,14,13.00625,18,12,96,105,112,12,12.2,12.2
873.867,4201.4693877551,204.7058823529,113.8905882353,4.5078125,4.5,0.8199019608,0.84765625,1008.4453336755,0.3828125,1.140625,99,0,0,12.4584960938,16.782355239,14.8,210.27,0,209,8097,13.8,98,0,-0.78125,208.62,0,14,13.00625,18,12,96,105,112,12,12.2,12.2
873.894,4216,204.7058823529,115.02,4.5078125,4.5,0.82,0.8447265625,1008.7871704102,0.390625,1.140625,99,0,0,12.4169921875,16.8875266685,14.876,210.1484,0,209.40375,8115.62,13.856,98,0,-0.78125,208.632745098,0,14,13.00625,18,12,96,105,112,12,12.2,12.2
873.925,4233,204.7058823529,115.2918367347,4.5078125,4.5,0.8216071429,0.8447265625,1006.4821777344,0.3891225962,1.140625,99,0,0,12.4169921875,16.8896300971,15,209.95,0,210.0625,8146,14.2,98,0,-0.78125,208.67,0,14,13.00625,18,12,96,105,112,12,12.2,12.2
873.956,4235.1470588235,204.7058823529,115.76,4.5078125,4.5,0.824375,0.8447265625,1006.414902631,0.3828125,1.140625,99,0,0,12.4169921875,16.9025511584,14.6,210.35,0,208.6875,8179,14.124,98.38,0,-0.78125,208.67,0,14,13.00625,18,12,96,105,112,12,12.2,12.2
873.982,4251.25,204.7058823529,116.5,4.5078125,4.5,0.826875,0.8441162109,1005.9103393555,0.3901367188,1.1259765625,99,0,0,12.4066761364,16.9484441458,14.628,210.357,0,208.53875,8176.76,14,99,0,-0.78125,208.67,0,14,13.00625,18,12,96,105,112,12,12.2,12.2
874.015,4256.0357142857,205.0420168067,116.7664,4.5078125,4.5,0.827325,0.8427734375,1005.5347464425,0.40625,1.09375,99,0,0,12.3764648438,17.0828450374,14.8,210.4,0,207.625,8163,14,99,0,-0.78125,208.54,0,14,13.00625,18,12,96,105,112,12,12.158,12.158
874.044,4268,205.8823529412,117.98,4.5078125,4.5,0.829375,0.8427734375,1004.5957641602,0.3984375,1.09375,99,0,0,12.3764648438,17.0678205475,14.876,210.5026,0,207.304375,8175.54,14.028,99.14,0,-0.78125,208.5218,0,14,13.111875,18,12,96,105,112,12,12.1,12.1
874.075,4283.5,207.0588235294,117.98,4.5078125,4.5,0.8292325,0.8422851563,1006.0905761719,0.40234375,1.09375,99,0,0,12.3707226563,17.0825445476,15,210.67,0,206.78125,8196,14.2,100,0,-0.78125,208.47,0,14,13.4125,18,12,96,105,112,12,12,12
874.106,4286.05,207.3411764706,117.98,4.5078125,4.5,0.829,0.83984375,1006.0529443359,0.421875,1.09375,99,0,0,12.3354492188,17.1729919769,14.8,210.49,0,207.40625,8196,14.2,100,0,-0.78125,208.38,0,14,13.4125,18,12,95.76,105,112,12,12.024,12.024
874.137,4304.75,209.4117647059,118.73,4.5078125,4.5,0.830375,0.83984375,1005.7769775391,0.4186320755,1.09375,99,0,0,12.3354492188,17.1615733646,14.848,210.514,0,207.36875,8196,14.2,100,0,-0.78125,208.368,0,14,13.4125,18,12,95,105,112,12,12.086,12.086
874.168,4309.16,208.1411764706,118.73,4.5078125,4.5,0.8299338235,0.83984375,1005.4420263672,0.4140625,1.09375,99,0,0,12.3354492188,17.1429429971,15,210.59,0,207.25,8196,14.2,100,0,-0.78125,208.28,0,14,13.4125,18,12,95,105,112,12,12.148,12.148
874.194,4317,205.8823529412,118.73,4.5078125,4.5,0.8285,0.8359375,1004.8465576172,0.453125,1.09375,99,0,0,12.28515625,17.0978695273,14.9224489796,210.6636734694,0,207.84375,8189.4081632653,14.1725490196,100.137254902,0,-0.78125,208.2358,0,14,13.4125,18,12,95,105,112,12,12.2,12.2
874.224,4326.24,204.7529411765,118.73,4.5078125,4.5,0.827395,0.8359375,1003.6163818359,0.4516509434,1.09375,99,0,0,12.28515625,17.1009357498,14.8,210.78,0,208.78125,8179,14,101,0,-0.78125,208.11,0,14,13.4125,18,12,95,105,112,12,12.2,12.2
874.250,4336.25,203.5294117647,118.73,4.5078125,4.5,0.82525,0.8359375,1002.2836914063,0.4453125,1.09375,99,0,0,12.28515625,17.1279185072,14.6,210.51,0,208.53125,8213,14.0489795918,101,0,-0.78125,208.0872,0,14,13.4125,18,12,95,105,112,12,12.2,12.2
874.281,4358,204.7058823529,119.4548,4.5078125,4.5,0.82735,0.8350830078,1001.4780883789,0.458984375,1.0960286458,99,0,0,12.2722070313,17.1747949157,14.6470588235,210.5076470588,0,208.3253676471,8217,14.2,101,0,-0.78125,208.05,0,14,13.4125,18,12,95,105,112,12,12.2,12.2
874.307,4361.115,205.0352941176,120.24,4.5078125,4.5,0.829625,0.8330078125,1001.8402734375,0.4921875,1.1015625,99,0,0,12.2353515625,17.3082123862,15,210.49,0,206.78125,8247,14.2,101.4,0,-0.78125,208.04,0,14,13.56875,18,12,95,105,112,12,12.187,12.187
874.337,4380.25,207.0588235294,120.24,4.5078125,4.5,0.82725,0.8330078125,1004.0651245117,0.4921875,1.1015625,99,0,0,12.2353515625,17.2802255912,15,210.3934693878,0,206.6970663265,8243.1836734694,14.2,102,0,-0.78125,208.01,0,14,13.56875,18,12,95,105,112,12,12.157,12.157
874.368,4383.6029411765,206.6435986159,120.24,4.5078125,4.5,0.82704,0.8330078125,1004.0655984318,0.4921875,1.1015625,99,0,0,12.2353515625,17.2330899366,15,210.06,0,206.40625,8230,14.2,102,0,-0.78125,207.79,0,14,13.56875,18,12,95,105,112,12,12.126,12.126
